,category,lat,lng,name,rating,reviews,yelpid
0,burgers,43.7287849,-79.3285075,McDonald's,5.0,1,mcdonalds-north-york-7
1,burgers,43.73252,-79.4198,McDonald's,2.5,3,mcdonalds-north-york-4
2,burgers,43.7239063,-79.3009328,Burger King,3.0,3,burger-king-scarborough-6
0,mexican,43.6543411559,-79.4004796073,Seven Lives Tacos Y Mariscos,4.5,808,seven-lives-tacos-y-mariscos-toronto
1,mexican,43.67599,-79.40122,Playa Cabana,4.0,337,playa-cabana-toronto
2,mexican,43.65688,-79.40703,Hacienda las Américas,4.5,25,hacienda-las-américas-toronto
3,mexican,43.6560120109,-79.4096839428,La Carnita,4.0,429,la-carnita-toronto
4,mexican,43.6549273753,-79.3654748869,Cocina Economica,4.0,100,cocina-economica-toronto
5,mexican,43.6653391464,-79.3844996651,Como En Casa,4.0,166,como-en-casa-toronto
6,mexican,43.64586,-79.40077,Campechano Taquería,4.0,88,campechano-taquería-toronto
7,mexican,43.64494,-79.39866,Wilbur Mexicana,4.0,324,wilbur-mexicana-toronto-2
8,mexican,43.66963,-79.41338,El Pocho Antojitos Bar,4.5,27,el-pocho-antojitos-bar-toronto
9,mexican,43.6416745,-79.4316079,Grand Electric,4.0,541,grand-electric-toronto
10,mexican,43.65641,-79.3768599,Tacos 101,4.0,106,tacos-101-toronto
11,mexican,43.66778,-79.36969,El Charro,5.0,16,el-charro-toronto-2
12,mexican,43.65591,-79.40227,El Trompo Taco Bar,4.0,278,el-trompo-taco-bar-toronto
13,mexican,43.64746,-79.38709,Los Colibris,4.0,120,los-colibris-toronto-2
14,mexican,43.6636499,-79.41686,Tacos El Asador,4.0,225,tacos-el-asador-toronto
15,mexican,43.6978111,-79.3890686,Chacho's Fine Mexican Dining,3.5,63,chachos-fine-mexican-dining-toronto
16,mexican,43.6388977,-79.4218429,Maizal,4.0,84,maizal-toronto
17,mexican,43.6478315,-79.3732265,El Local Loco,4.0,62,el-local-loco-toronto-2
18,mexican,43.6645245,-79.4150668,Barrio Coreano,3.5,186,barrio-coreano-toronto
19,mexican,43.65052,-79.35883,El Catrin Destileria,3.5,549,el-catrin-destileria-toronto-3
20,mexican,43.6630940441,-79.3840069721,Burrito Bandidos,4.0,89,burrito-bandidos-toronto-5
21,mexican,43.680467,-79.4306272,Asada Mexican Grill,4.0,96,asada-mexican-grill-toronto
22,mexican,43.64746,-79.38709,El Caballito,3.5,182,el-caballito-toronto-2
23,mexican,43.65004,-79.36793,Bolet's Burrito,4.5,78,bolets-burrito-toronto
24,mexican,43.7063599,-79.3756866,Mexico Lindo,4.0,46,mexico-lindo-toronto
25,mexican,43.67944,-79.43508,Tenoch Restaurant,3.5,47,tenoch-restaurant-toronto-2
26,mexican,43.6475853662,-79.3903893379,La Carnita,3.0,213,la-carnita-toronto-3
27,mexican,43.65026,-79.38865,Mi Taco Taqueria,4.0,60,mi-taco-taqueria-toronto
28,mexican,43.65302,-79.4684988,Aztec's Mine,4.0,42,aztecs-mine-toronto
29,mexican,43.67803,-79.4440599,King's Tacos,4.5,17,kings-tacos-toronto-2
30,mexican,43.65473,-79.40231,El Gordo Fine Foods,4.0,26,el-gordo-fine-foods-toronto
31,mexican,43.67766,-79.35002,Mexico Lindo,4.0,22,mexico-lindo-toronto-4
32,mexican,43.648702,-79.388077,Burrito Boyz,4.0,343,burrito-boyz-toronto-3
33,mexican,43.6605167515,-79.3431122999,Lady Marmalade,4.0,381,lady-marmalade-toronto
34,mexican,43.6596718,-79.3473892,La Carnita,3.5,82,la-carnita-toronto-2
35,mexican,43.66522,-79.46552,Playa Cabana Cantina,3.5,228,playa-cabana-cantina-toronto
36,mexican,43.653425942,-79.4277553669,Cafeteria Playa Cabana,3.5,15,cafeteria-playa-cabana-toronto
37,mexican,43.71426,-79.4002299,Tio's Urban Mexican,3.5,20,tios-urban-mexican-toronto
38,mexican,43.64577,-79.38964,Milagro,3.0,143,milagro-toronto-3
39,mexican,43.6480711541,-79.3934180215,Burrito Gordito,4.0,29,burrito-gordito-toronto
40,mexican,43.70214,-79.3976,Mariachi's Restaurant,3.5,64,mariachis-restaurant-toronto
41,mexican,43.6644821,-79.3255005,Chino Locos Original,4.0,154,chino-locos-original-toronto
42,mexican,43.6818024,-79.4245131,El Rincon Mexicano Restaurant,3.5,74,el-rincon-mexicano-restaurant-toronto
43,mexican,43.6770684,-79.3981842,Playa Cabana - Hacienda,3.5,93,playa-cabana-hacienda-toronto-2
44,mexican,43.65466,-79.40046,Tortería San Cosme,3.5,56,tortería-san-cosme-toronto-4
45,mexican,43.67951,-79.4372,Itacate,4.5,6,itacate-toronto
46,mexican,43.6528135234,-79.4000687707,El Rey Mezcal Bar,3.5,26,el-rey-mezcal-bar-toronto
47,mexican,43.6482315,-79.3949432,Burro Burrito,4.0,36,burro-burrito-toronto-3
48,mexican,43.64484,-79.41658,Fonda Lola,3.5,67,fonda-lola-toronto-2
49,mexican,43.6598878,-79.4348099,Tierra Azteca,3.5,23,tierra-azteca-toronto
0,mexican,43.6645463785,-79.4153123668,Los Guaca-Moles,3.5,15,los-guaca-moles-toronto
1,mexican,43.6604404,-79.3434845,Barrio,2.5,54,barrio-toronto
2,mexican,43.6399472704,-79.3973441049,Macho Tex Mex Radio Bar,3.5,56,macho-tex-mex-radio-bar-toronto
3,mexican,43.7078738722,-79.3939945882,La Carnita,2.5,59,la-carnita-toronto-6
4,mexican,43.6656303,-79.4643097,La Revolucion,3.5,44,la-revolucion-toronto
5,mexican,43.65639,-79.39287,Margarita's Fiesta Room,3.0,73,margaritas-fiesta-room-toronto
6,mexican,43.64618,-79.40824,Milagro,3.0,89,milagro-toronto-4
7,mexican,43.6697933283,-79.3829004333,El Rinconcito Mexicano,3.0,14,el-rinconcito-mexicano-toronto
8,mexican,43.6885797,-79.3001897,Grillies,4.0,47,grillies-toronto
9,mexican,43.6646,-79.45549,Rancho Relaxo To Go,4.0,19,rancho-relaxo-to-go-toronto
10,mexican,43.6790622976,-79.3438350409,Tilde,3.0,40,tilde-toronto
11,mexican,43.6586304,-79.4879913,Mad Mexican,3.0,65,mad-mexican-toronto-2
12,mexican,43.65961,-79.43496,La Tortilleria,3.5,45,la-tortilleria-toronto-4
13,mexican,43.656674992,-79.4071152266,Rebozos College,3.5,16,rebozos-college-toronto
14,mexican,43.65413,-79.39104,Fiesta Burrito,4.0,9,fiesta-burrito-toronto-2
15,mexican,43.67935,-79.3415799,Fernando's Hideaway,3.5,10,fernandos-hideaway-toronto-2
16,mexican,43.68294,-79.32647,El Sol Mexican Art Cafe,3.0,41,el-sol-mexican-art-cafe-toronto
17,mexican,43.6449,-79.38549,Freshwest Grill,4.0,7,freshwest-grill-toronto-2
18,mexican,43.665455,-79.468919,Al Pastor,3.0,28,al-pastor-toronto
19,mexican,43.6548,-79.41609,Burro Burrito,4.0,60,burro-burrito-toronto
20,mexican,43.7271392,-79.4807141,Get & Go Burrito,4.0,37,get-and-go-burrito-toronto
21,mexican,43.70862,-79.29554,MEXITACO,4.0,13,mexitaco-toronto-2
22,mexican,43.6848497319,-79.4490480423,Rebozos,3.0,28,rebozos-toronto
23,mexican,43.65686,-79.38091,Chipotle Mexican Grill,3.5,194,chipotle-mexican-grill-toronto
24,mexican,43.6476888,-79.3871567,El Patio,3.0,11,el-patio-toronto-2
25,mexican,43.6500026737,-79.3746564823,Quesada Burritos & Tacos,3.0,43,quesada-burritos-and-tacos-toronto-2
26,mexican,43.6469336602,-79.3779434921,Mucho Burrito,3.0,5,mucho-burrito-toronto-10
27,mexican,43.65636,-79.37851,Burrito Boyz,3.5,45,burrito-boyz-toronto-13
28,mexican,43.6663944,-79.3853983,Fat Bastard Burrito,3.0,42,fat-bastard-burrito-toronto-4
29,mexican,43.6660185777,-79.4076473609,By The Way,3.0,66,by-the-way-toronto
30,mexican,43.67142,-79.39087,Chimichanga Mexican Grill & Tequila Bar,2.5,11,chimichanga-mexican-grill-and-tequila-bar-toronto-2
31,mexican,43.67984,-79.34129,The Burrito House,3.5,35,the-burrito-house-toronto
32,mexican,43.64692,-79.40611,La Hacienda Restaurant,2.5,48,la-hacienda-restaurant-toronto
33,mexican,43.6674118,-79.3695297,Viva Mexico,3.0,7,viva-mexico-toronto
34,mexican,43.6772614,-79.3982773,La Libre,2.5,4,la-libre-toronto
35,mexican,43.64618,-79.40824,La Perla Bar & Cantina,4.0,1,la-perla-bar-and-cantina-toronto
36,mexican,43.64828,-79.39955,Tortilla Flats,2.5,85,tortilla-flats-toronto
37,mexican,43.6805496,-79.417572,Gourmet Gringos,3.0,47,gourmet-gringos-toronto
38,mexican,43.6549187,-79.4032898,V. Restaurant,4.5,2,v-restaurant-toronto-2
39,mexican,43.6448899,-79.38305,Chipotle Mexican Grill,3.5,71,chipotle-mexican-grill-toronto-3
40,mexican,43.65438,-79.40219,Pancho y Emiliano,3.0,71,pancho-y-emiliano-toronto
41,mexican,43.6721196,-79.377898,Taco Del Mar,2.5,29,taco-del-mar-toronto-3
42,mexican,43.64697,-79.40423,Tacorrito,2.5,10,tacorrito-toronto-5
43,mexican,43.65995,-79.37882,z-teca,3.0,16,z-teca-toronto-3
44,mexican,43.6543503,-79.4021912,La Tortilleria,2.5,38,la-tortilleria-toronto-3
45,mexican,43.6500816,-79.3891525,Mucho Burrito,3.0,22,mucho-burrito-toronto-4
46,mexican,43.64829,-79.38924,Fat Bastard Burrito,1.5,11,fat-bastard-burrito-toronto-9
47,mexican,43.65797,-79.40169,Rancho Relaxo To Go,3.0,2,rancho-relaxo-to-go-toronto-2
48,mexican,43.656963,-79.4343958,Bar Burrito,3.5,6,bar-burrito-toronto-2
49,mexican,43.64532,-79.38977,Quesada Burritos & Tacos,3.0,23,quesada-burritos-and-tacos-toronto-3
0,mexican,43.66552,-79.40807,Chipotle Mexican Grill,3.5,6,chipotle-mexican-grill-toronto-8
1,mexican,43.65603,-79.40233,Big Fat Burrito,3.5,125,big-fat-burrito-toronto
2,mexican,43.6404689361,-79.3924339861,Fat Bastard Burrito,2.5,23,fat-bastard-burrito-toronto-11
3,mexican,43.64616,-79.3911,z-teca,2.5,47,z-teca-toronto-2
4,mexican,43.6703411,-79.2995654,Fat Bastard Burrito,3.5,17,fat-bastard-burrito-toronto-7
5,mexican,43.6514786657,-79.3824005127,Mucho Burrito,2.5,9,mucho-burrito-toronto
6,mexican,43.6616128,-79.3831641,Barburrito,2.5,24,barburrito-toronto-3
7,mexican,43.6654197,-79.3527419,Chino Locos,3.0,31,chino-locos-toronto-4
8,mexican,43.64781,-79.40177,New York Subs & Burritos,4.0,68,new-york-subs-and-burritos-toronto
9,mexican,43.654581,-79.4024681,La Chilaca Taqueria,5.0,3,la-chilaca-taqueria-toronto
10,mexican,43.65024,-79.3809,Mucho Burrito,3.5,12,mucho-burrito-toronto-2
11,mexican,43.6487,-79.38545,Crazy Burrito,4.0,4,crazy-burrito-toronto
12,mexican,43.6497757793,-79.4830290513,Fat Bastard Burrito Co,2.5,18,fat-bastard-burrito-co-toronto-3
13,mexican,43.64772,-79.4025599,La Hefa,3.0,1,la-hefa-toronto
14,mexican,43.7089400787,-79.4087864181,Z-Teca,3.5,2,z-teca-toronto-8
15,mexican,43.64347,-79.42334,Fat Bastard Burrito,3.0,58,fat-bastard-burrito-toronto
16,mexican,43.6535912,-79.368782,Tacorrito,2.0,17,tacorrito-toronto
17,mexican,43.6588517251,-79.3944375973,Fat Bastard Burrito,3.0,11,fat-bastard-burrito-toronto-10
18,mexican,43.68094,-79.4305399,El Palenque Casa Del Mariachi,2.5,3,el-palenque-casa-del-mariachi-toronto
19,mexican,43.66523,-79.40941,Rancho Relaxo,2.5,3,rancho-relaxo-toronto-2
20,mexican,43.7363592,-79.3433184,Chipotle Mexican Grill,3.5,49,chipotle-mexican-grill-toronto-4
21,mexican,43.66942,-79.33925,Barburrito,3.0,4,barburrito-toronto-4
22,mexican,43.67597,-79.45069,Tacolicious,1.0,1,tacolicious-toronto-2
23,mexican,43.6416477503,-79.3808406772,Taco Del Mar,2.5,25,taco-del-mar-toronto
24,mexican,43.654824371,-79.4022606526,Don Taco Mexican Taqueria,3.5,4,don-taco-mexican-taqueria-toronto
25,mexican,43.6907043,-79.4737446,El Nahual Mexican Food,5.0,4,el-nahual-mexican-food-york-7
26,mexican,43.65625,-79.3881836,Mr Burrito Plus,3.5,5,mr-burrito-plus-toronto-3
27,mexican,43.6665611,-79.3164215,Burrito Bandidos,3.5,42,burrito-bandidos-toronto-7
28,mexican,43.72577,-79.43094,La Mexicana Restaurant,3.5,35,la-mexicana-restaurant-north-york
29,mexican,43.6389198,-79.4459305,Burrito Boyz,4.0,21,burrito-boyz-toronto-9
30,mexican,43.64605,-79.40897,Juan Gonzalez,3.0,2,juan-gonzalez-toronto
31,mexican,43.66869,-79.39585,Burrito Fresh,2.0,5,burrito-fresh-toronto
32,mexican,43.68103,-79.4303599,Fuzion 99,2.5,3,fuzion-99-toronto
33,mexican,43.7081978771,-79.3984056511,Chipotle Mexican Grill,3.5,74,chipotle-mexican-grill-toronto-2
34,mexican,43.65515,-79.41293,Burrito Boyz,3.0,49,burrito-boyz-toronto-4
35,mexican,43.6514,-79.38312,Quesada Burritos & Tacos,2.0,3,quesada-burritos-and-tacos-toronto-4
36,mexican,43.6549181,-79.4036004,Valentina's,3.0,15,valentinas-toronto
37,mexican,43.6555125543,-79.3817279488,Mucho Burrito,2.0,14,mucho-burrito-toronto-3
38,mexican,43.6724886675,-79.4684521965,Chipotle Mexican Grill,3.5,17,chipotle-mexican-grill-toronto-5
39,mexican,43.656963,-79.4343958,Taco Bell,2.0,1,taco-bell-toronto-6
40,mexican,43.724788,-79.456902,Chipotle Mexican Grill,2.5,20,chipotle-mexican-grill-toronto-9
41,mexican,43.7062187,-79.3609619,Mucho Burrito,2.5,21,mucho-burrito-toronto-7
42,mexican,43.6536713,-79.3800735,Mucho Burrito,1.5,10,mucho-burrito-toronto-5
43,mexican,43.6606102,-79.3839874,Taco Bell,2.5,5,taco-bell-toronto-2
44,mexican,43.6397591,-79.4213791,Fat Bastard Burrito,3.0,23,fat-bastard-burrito-toronto-2
45,mexican,43.6437192246,-79.3782907374,Bay St. Grill,2.0,1,bay-st-grill-downtown
46,mexican,43.69295,-79.44071,La Fiesta Catering Restaurant,1.0,1,la-fiesta-catering-restaurant-york
0,mideastern,43.6474337,-79.3881932,Byblos,4.5,469,byblos-toronto-2
1,mideastern,43.659652,-79.346481,Tabülè Middle Eastern Cuisine,4.0,116,tabülè-middle-eastern-cuisine-toronto
2,mideastern,43.67387,-79.41171,Fat Pasha,4.0,119,fat-pasha-toronto-2
3,mideastern,43.6569,-79.40694,Pomegranate Restaurant,4.0,129,pomegranate-restaurant-toronto-2
4,mideastern,43.6672475,-79.3855441,M'Zaar Restaurant,4.0,73,mzaar-restaurant-toronto
5,mideastern,43.6524579486,-79.3725488815,Mystic Muffin,4.5,219,mystic-muffin-toronto
6,mideastern,43.65307,-79.43096,Arabesque Middle Eastern Foods,5.0,20,arabesque-middle-eastern-foods-toronto
7,mideastern,43.6558599,-79.38427,Shish Kabab Express,4.5,17,shish-kabab-express-toronto-3
8,mideastern,43.645880964,-79.419598684,Hungry Amoo,4.5,23,hungry-amoo-toronto
9,mideastern,43.653625746,-79.354342011,Souk Tabule,4.5,28,souk-tabule-toronto
10,mideastern,43.700983,-79.396863,Tabule Restaurant,4.0,186,tabule-restaurant-toronto
11,mideastern,43.67167,-79.32853,Maha's,4.0,226,mahas-toronto-2
12,mideastern,43.6580366,-79.3814547963,Ali Baba,4.0,16,ali-baba-toronto-3
13,mideastern,43.6634843,-79.4180705,Shmsine Restaurant,5.0,13,shmsine-restaurant-toronto-2
14,mideastern,43.65508,-79.37997,Paramount Fine Foods,3.0,277,paramount-fine-foods-toronto
15,mideastern,43.65491,-79.41633,Ghazale,4.0,21,ghazale-toronto-2
16,mideastern,43.69827,-79.39577,Flaming Stove,4.0,16,flaming-stove-toronto
17,mideastern,43.6710812838,-79.3877081873,Xtreme Taste,4.0,71,xtreme-taste-toronto-2
18,mideastern,43.6584783,-79.3854255,Somethin' 2 Talk About,4.0,52,somethin-2-talk-about-toronto
19,mideastern,43.64774,-79.3961999,Mana'ish Global Flatbread Cafe,4.5,12,manaish-global-flatbread-cafe-toronto
20,mideastern,43.65384,-79.45115,Ali Baba's Middle Eastern Cuisine,4.0,33,ali-babas-middle-eastern-cuisine-toronto
21,mideastern,43.65507,-79.41801,Torsh Catering Kitchen,4.0,9,torsh-catering-kitchen-toronto
22,mideastern,43.6615715,-79.42836,Laziza,4.0,13,laziza-toronto
23,mideastern,43.70038,-79.42955,Aish Tanoor,5.0,7,aish-tanoor-toronto
24,mideastern,43.6406358682,-79.4367561489,Grill Cottage,4.5,8,grill-cottage-toronto
25,mideastern,43.6391,-79.42779,Habibi Shawarma,4.0,16,habibi-shawarma-toronto
26,mideastern,43.6543718,-79.4232214,District Oven,3.5,40,district-oven-toronto-3
27,mideastern,43.65222,-79.40714,Ali Baba's Middle Eastern Cuisine,4.5,8,ali-babas-middle-eastern-cuisine-toronto-4
28,mideastern,43.66572,-79.40769,Sarah's Shawarma & Falafel,3.5,64,sarahs-shawarma-and-falafel-toronto
29,mideastern,43.66106,-79.38272,Lebanon Express,3.5,41,lebanon-express-toronto
30,mideastern,43.6602277536,-79.4355528429,Agent Grill,5.0,2,agent-grill-toronto
31,mideastern,43.7253914,-79.3322906,Diwan,4.0,29,diwan-toronto
32,mideastern,43.66138,-79.3804,Pita Way,3.5,21,pita-way-toronto-2
33,mideastern,43.6665221519,-79.4042044104,Pita Q Restaurant,3.0,31,pita-q-restaurant-toronto
34,mideastern,43.6711212,-79.3877236,Eat A Pita,3.5,47,eat-a-pita-toronto
35,mideastern,43.64974,-79.36561,Shawarma House,3.5,3,shawarma-house-toronto
36,mideastern,43.66524,-79.38453,The Halal Guys,2.5,80,the-halal-guys-toronto
37,mideastern,43.6394501,-79.421257,Liberty Shawarma,3.5,45,liberty-shawarma-toronto-3
38,mideastern,43.64885,-79.44978,Ghazale,4.0,5,ghazale-toronto-6
39,mideastern,43.67069,-79.39012,Paramount Fine Foods,3.0,49,paramount-fine-foods-toronto-4
40,mideastern,43.66036,-79.37697,Pita Land,3.5,36,pita-land-toronto-4
41,mideastern,43.6396880859,-79.3827655695,Shawarma Guys,3.0,15,shawarma-guys-toronto
42,mideastern,43.6658919,-79.3801537,Ghazale,3.5,23,ghazale-toronto-4
43,mideastern,43.6501415,-79.3910211,Osmow's,3.0,26,osmows-toronto
44,mideastern,43.66864,-79.30517,Delina Restaurant,4.0,23,delina-restaurant-toronto
45,mideastern,43.6449013,-79.3854904,Tabouli,3.0,6,tabouli-toronto-4
46,mideastern,43.657662,-79.402368,Free Times,3.5,69,free-times-toronto
47,mideastern,43.66255,-79.42389,Little Sito,4.0,8,little-sito-toronto
48,mideastern,43.70001,-79.42889,Jerusalem Restaurant,4.0,63,jerusalem-restaurant-york
49,mideastern,43.70463,-79.4921899,Red & White Shawarma,4.5,6,red-and-white-shawarma-toronto
0,mideastern,43.6716309,-79.3256378,Kabul Kabab House,4.0,3,kabul-kabab-house-toronto
1,mideastern,43.6648380498,-79.3859349936,Ali Baba's,4.0,8,ali-babas-toronto-2
2,mideastern,43.73644,-79.34419,Paramount Fine Foods,3.0,38,paramount-fine-foods-toronto-7
3,mideastern,43.6650085,-79.4106827,Ali Baba's Middle Eastern Cuisine,2.0,8,ali-babas-middle-eastern-cuisine-toronto-11
4,mideastern,43.7074296665,-79.3919424713,Maybes Restaurant,2.5,10,maybes-restaurant-toronto
5,mideastern,43.66528,-79.40358,Pita Land,4.5,2,pita-land-toronto-14
6,mideastern,43.663253543,-79.4024289027,Lazeez Shawarma,4.5,3,lazeez-shawarma-toronto
7,mideastern,43.6967316,-79.3293381,Paramount Kitchen,5.0,1,paramount-kitchen-toronto
8,mideastern,43.6807299,-79.33683,Kabsa Mandi Restaurant,3.5,10,kabsa-mandi-restaurant-toronto
9,mideastern,43.7420506,-79.3098369,Damas Grill House & Juice Bar,4.0,51,damas-grill-house-and-juice-bar-toronto
10,mideastern,43.6890488,-79.4125519,Sofra Forest Hill,3.0,7,sofra-forest-hill-toronto
11,mideastern,43.74251,-79.3051799,Altayeb Kabab,4.5,5,altayeb-kabab-toronto
12,mideastern,43.67791,-79.44223,Tru Valu West Indian & Canadian Restaurant,5.0,1,tru-valu-west-indian-and-canadian-restaurant-toronto
13,mideastern,43.6660185777,-79.4076473609,By The Way,3.0,66,by-the-way-toronto
14,mideastern,43.6533394,-79.3756027,Shawarma's King,2.5,37,shawarmas-king-toronto-3
15,mideastern,43.64187,-79.41121,Ali Baba's,2.5,3,ali-babas-toronto-8
16,mideastern,43.68234,-79.32933,Al Mandi,4.0,4,al-mandi-toronto
17,mideastern,43.6762657,-79.3578186,Ali Baba's,3.5,12,ali-babas-toronto
18,mideastern,43.66097,-79.43103,The Empire,4.0,23,the-empire-toronto
19,mideastern,43.66315,-79.37515,Chicken Idol,4.5,8,chicken-idol-toronto
20,mideastern,43.66298,-79.33046,Shish,3.5,3,shish-toronto
21,mideastern,43.65484,-79.38718,Ali Baba's Middle Eastern Cuisine,3.0,30,ali-babas-middle-eastern-cuisine-toronto-8
22,mideastern,43.63837,-79.41729,Paramount Fine Foods,2.0,25,paramount-fine-foods-toronto-10
23,mideastern,43.6465766,-79.3787824,Paramount Lebanese Kitchen,5.0,2,paramount-lebanese-kitchen-toronto
24,mideastern,43.64,-79.38202,Habeebe's Shawarma,2.5,2,habeebes-shawarma-toronto
25,mideastern,43.688014,-79.348322,Shawarma Frenzy,4.5,12,shawarma-frenzy-east-york
26,mideastern,43.70105,-79.45207,Taste of Shawarma,3.5,25,taste-of-shawarma-toronto
27,mideastern,43.6497383,-79.4837265,Tasty Falafel,3.5,13,tasty-falafel-toronto
28,mideastern,43.64111,-79.43528,Ali Baba's Restaurant,2.5,7,ali-babas-restaurant-toronto
29,mideastern,43.74453,-79.29725,Ibrahim Pizza & Bbq,3.0,69,ibrahim-pizza-and-bbq-toronto
30,mideastern,43.6582718,-79.4423523,Ali Baba's Middle Eastern Cuisine,4.0,19,ali-babas-middle-eastern-cuisine-toronto-2
31,mideastern,43.6581155531,-79.3710494041,Marhaba Lebanese Cuisine,3.5,10,marhaba-lebanese-cuisine-toronto
32,mideastern,43.74322,-79.30347,Shawarma Empire,4.5,114,shawarma-empire-scarborough
33,mideastern,43.6510861542,-79.47573971,Jerusalem Shawarma,4.0,5,jerusalem-shawarma-toronto
34,mideastern,43.6479963117,-79.3958004629,Paramount Fine Foods,1.0,14,paramount-fine-foods-toronto-12
35,mideastern,43.7164649,-79.33712,Pita Land,4.0,9,pita-land-toronto-5
36,mideastern,43.6712097188,-79.3945072305,Kebaberie Yorkville,4.0,1,kebaberie-yorkville-toronto
37,mideastern,43.6641401,-79.3840434,"Godfather Shawarma, kabab Grill and Shisha Lounge",2.5,3,godfather-shawarma-kabab-grill-and-shisha-lounge-toronto
38,mideastern,43.6546747067,-79.4351534838,Villa Madina,2.0,2,villa-madina-toronto-12
39,mideastern,43.671577982,-79.3874601647,Ali Baba,1.0,4,ali-baba-toronto-2
40,mideastern,43.70783,-79.39827,Paramount Fine foods,1.5,3,paramount-fine-foods-toronto-14
41,mideastern,43.66484,-79.38607,Ali Baba's Middle Eastern Cuisine,3.0,9,ali-babas-middle-eastern-cuisine-toronto-5
42,mideastern,43.64729,-79.40236,Osmow's,5.0,1,osmows-toronto-6
43,mideastern,43.65455,-79.42289,College Falafel,4.0,76,college-falafel-toronto
44,mideastern,43.7248159,-79.4569044,Paramount Fine Foods,2.0,10,paramount-fine-foods-toronto-11
45,mideastern,43.723,-79.30078,Ruby's Mediterranean Cuisine,4.5,18,rubys-mediterranean-cuisine-scarborough
46,mideastern,43.6573779148,-79.4028067589,Sindebad Restaurant,2.5,7,sindebad-restaurant-toronto
47,mideastern,43.6764854258,-79.3579816818,Ali Baba's Middle Eastern Cuisine,5.0,2,ali-babas-middle-eastern-cuisine-toronto-10
48,mideastern,43.6482314719,-79.3932659273,Habiba,3.0,4,habiba-toronto-5
49,mideastern,43.73092,-79.3058,Armenian Kitchen,3.5,66,armenian-kitchen-north-york
0,mideastern,43.7435728,-79.3024175,Nasib's,4.0,43,nasibs-scarborough
1,mideastern,43.66531,-79.41144,Ziggy's Middle Eastern & Vegetarian Foods,3.0,4,ziggys-middle-eastern-and-vegetarian-foods-toronto-2
2,mideastern,43.64394,-79.39115,Anoush Shawarma,2.0,2,anoush-shawarma-toronto
3,mideastern,43.65164,-79.36735,Pita Land,2.5,12,pita-land-toronto-3
4,mideastern,43.67492,-79.47047,Habiba Home of Middle Eastern Cuisine,2.0,1,habiba-home-of-middle-eastern-cuisine-toronto-3
5,mideastern,43.65677,-79.3752,Pita Land,1.0,1,pita-land-toronto-11
6,mideastern,43.66643,-79.38535,Shisha&Co,3.5,3,shisha-and-co-toronto-2
7,mideastern,43.64111,-79.43528,Ali Baba's Middle Eastern Cuisine,3.0,11,ali-babas-middle-eastern-cuisine-toronto-7
8,mideastern,43.6552887,-79.416832,Pita 2 Go,4.0,3,pita-2-go-toronto
9,mideastern,43.6511307,-79.4772186,Ali Baba's Middle Eastern Cuisine,3.0,9,ali-babas-middle-eastern-cuisine-toronto-9
10,mideastern,43.7460141,-79.48688,Mumtaz Grill Restaurant,3.5,4,mumtaz-grill-restaurant-toronto
11,mideastern,43.64971,-79.3889,Quick Pita,3.0,8,quick-pita-toronto
12,mideastern,43.65926,-79.38487,Pita Pure House,3.0,6,pita-pure-house-toronto
13,mideastern,43.6598,-79.38875,Anoush Middle Eastern Cuisine,2.0,4,anoush-middle-eastern-cuisine-toronto-2
14,mideastern,43.69876,-79.39643,Grill Hut,2.0,5,grill-hut-toronto
15,mideastern,43.66592,-79.38516,Wrap & Grab,2.0,7,wrap-and-grab-toronto
16,mideastern,43.65645,-79.3768,Ali Baba's,3.0,21,ali-babas-toronto-6
17,mideastern,43.6771507,-79.3590393,Magic Pita,5.0,2,magic-pita-toronto
18,mideastern,43.680809,-79.3367081,Taste of Madina,3.0,1,taste-of-madina-toronto
19,mideastern,43.70831,-79.39258,Quick Pita,2.0,18,quick-pita-toronto-2
20,mideastern,43.66716,-79.38573,Best Shawarma Place,3.0,1,best-shawarma-place-toronto
21,mideastern,43.6535683,-79.3870621,The Prince,1.0,1,the-prince-toronto
22,mideastern,43.668911,-79.304039,Today's Shawarma,1.0,1,todays-shawarma-toronto
23,mideastern,43.6558495,-79.4555893,Shawarma Station,3.5,4,shawarma-station-toronto
24,mideastern,43.6922989,-79.4408569,Pita Ikram,3.0,7,pita-ikram-toronto
25,mideastern,43.67383,-79.4627,Pizza Pan,3.5,8,pizza-pan-toronto-2
26,mideastern,43.6824,-79.32917,Hot Pot Cafe,5.0,3,hot-pot-cafe-toronto-3
27,mideastern,43.6399994,-79.382019,Sharwarma Guy,2.0,1,sharwarma-guy-toronto
28,mideastern,43.63904,-79.42798,Pita Way,3.0,5,pita-way-toronto
29,mideastern,43.7445755649,-79.3000782438,Alexandria Cafe,2.0,11,alexandria-cafe-toronto
30,mideastern,43.6467220095,-79.405977249,Ali Baba's Middle Eastern Food,3.0,6,ali-babas-middle-eastern-food-toronto
31,mideastern,43.7425117,-79.3051834,Naan and Kabob,3.5,48,naan-and-kabob-scarborough
32,mideastern,43.66222,-79.42554,Ali Baba's,2.0,4,ali-babas-toronto-5
33,mideastern,43.6390512855,-79.3989813574,Roses New York,3.0,17,roses-new-york-toronto
34,mideastern,43.72553,-79.29949,Shirin Kebab House,3.0,22,shirin-kebab-house-scarborough
35,mideastern,43.6721386,-79.3772543,Pita Land,2.5,18,pita-land-toronto-2
